tempo,v_in,v_out_1,v_out_0.1,v_out_0.01
0.0,1.0,0.0,0.0,0.0
0.01,1.0,0.00995017810930795,0.09516256786567276,0.632120543627901
0.02,1.0,0.019801323182094866,0.18126923730154665,0.8646647365005865
0.03,1.0,0.02955445313725777,0.2591817868618435,0.9502129537230483
0.04,1.0,0.03921054681113326,0.32967994337255246,0.981684362315236
0.05,1.0,0.048770560560927274,0.39346932937056,0.9932620525658431
0.06,1.0,0.05823545077181068,0.45118835274892144,0.9975212498937578
0.07,1.0,0.06760616415832821,0.5034146846312781,0.9990881208299714
0.08,1.0,0.07688363782815553,0.5506710217838702,0.9996645388766688
0.09,1.0,0.08606879953832304,0.5934303050042771,0.9998765895337075
0.1,1.0,0.0951625678559652,0.6321205463723139,0.9999545989046688
0.11,1.0,0.10416585257273145,0.6671289180737089,0.9999832980827507
0.12,1.0,0.11307955178947271,0.6988057992001583,0.9999938561635698
0.13,1.0,0.1219045578087348,0.7274682178625638,0.9999977414141525
0.14,1.0,0.13064175357076602,0.7534030484399044,0.9999991701438515
0.15,1.0,0.13929201270311592,0.7768698528566926,0.9999996928717461
0.16,1.0,0.1478562004185602,0.7981034951822091,0.9999998869729526
0.17,1.0,0.15633517291985533,0.8173164899794003,0.9999999598124775
0.18,1.0,0.16472977835118321,0.8347011282590301,0.9999999849450522
0.19,1.0,0.1730408560697619,0.850431399908456,0.9999999941461686
0.2,1.0,0.18126923730010397,0.8646647374887924,0.9999999977914512
0.21,1.0,0.1894157458622539,0.8775435918637787,0.999999999422507
0.22,1.0,0.1974811964391934,0.8891968626217418,1.0000000006134526
0.23,1.0,0.20546639535548938,0.8997411779388721,1.0000000009391137
0.24,1.0,0.2133721407620175,0.9092820674541452,1.0000000007557148
0.25,1.0,0.22119922273433676,0.9179150222910273,1.0000000008256225
0.26,1.0,0.2289484233710638,0.9257264422343322,1.0000000006623921
0.27,1.0,0.2366205168922475,0.9327945068416267,1.0000000004239833
0.28,1.0,0.24421626988705342,0.9391899569471834,1.000000000307457
0.29,1.0,0.25173644251994004,0.9449767997284182,1.0000000001909304
0.3,1.0,0.25918178695540656,0.9502129540813331,1.0000000001151625
0.31,1.0,0.2665530478062472,0.9549508142450287,1.0000000001113898
0.32,1.0,0.27385096245387885,0.9592378039509608,1.000000000107617
0.33,1.0,0.2810762611572379,0.9631168373009877,1.0000000001038443
0.34,1.0,0.2882296671616783,0.9666267307778247,1.0000000001000715
0.35000000000000003,1.0,0.2953118968078689,0.9698026183524144,1.0000000000962987
0.36,1.0,0.3023236595539022,0.9726762792842518,1.000000000092526
0.37,1.0,0.30926565543176765,0.9752764750319495,1.0000000000887532
0.38,1.0,0.3161385777159093,0.9776292284071632,1.0000000000849805
0.39,1.0,0.32294311359194816,0.9797580893498075,1.0000000000812077
0.4,1.0,0.32967994335353573,0.9816843624493328,1.000000000077435
0.41000000000000003,1.0,0.3363497404682819,0.9834273256868148,1.0000000000736622
0.42,1.0,0.3429531716436824,0.9850044235877767,1.0000000000698894
0.43,1.0,0.3494908969678137,0.9864314410396332,1.0000000000661167
0.44,1.0,0.35596357050574895,0.9877226597930652,1.0000000000623437
0.45,1.0,0.3623718396162331,0.9888910033881299,1.000000000058571
0.46,1.0,0.3687163451721342,0.9899481643080211,1.0000000000547982
0.47000000000000003,1.0,0.3749977217237134,0.9909047227159258,1.0000000000510254
0.48,1.0,0.38121659757310855,0.9917702524353608,1.0000000000472526
0.49,1.0,0.38737359484881806,0.9925534164646241,1.0000000000434799
0.5,1.0,0.3934693293746327,0.9932620526152289,1.0000000000397071
0.51,1.0,0.39950441030776357,0.9939032528798921,1.0000000000359344
0.52,1.0,0.4054794411232273,0.9944834345995962,1.0000000000321616
0.53,1.0,0.41139501933821915,0.9950084052211906,1.0000000000283888
0.54,1.0,0.41725173654139286,0.9954834183506397,1.000000000024616
0.55,1.0,0.42305017845742887,0.9959132282767098,1.0000000000208433
0.56,1.0,0.4287909250116013,0.9963021372653428,1.0000000000170706
0.5700000000000001,1.0,0.43447455025729853,0.9966540359487347,1.0000000000132978
0.58,1.0,0.4401016224211506,0.996972447141142,1.000000000009525
0.59,1.0,0.44567270421243,0.9972605573004827,1.0000000000057523
0.6,1.0,0.4511883527572624,0.9975212499135083,1.0000000000037146
0.61,1.0,0.45664911965878463,0.9977571347071947,1.0000000000035925
0.62,1.0,0.46205555105816104,0.9979705715723097,1.0000000000034703
0.63,1.0,0.4674081876920391,0.9981636977589122,1.0000000000033482
0.64,1.0,0.4727075647297861,0.9983384449818212,1.000000000003226
0.65,1.0,0.4779542120136853,0.9984965631256335,1.000000000003104
0.66,1.0,0.48314865421597725,0.9986396341280943,1.0000000000029818
0.67,1.0,0.4882914108047992,0.9987690906856406,1.0000000000028595
0.68,1.0,0.49338299610136505,0.9988862279684303,1.0000000000027374
0.6900000000000001,1.0,0.4984239193371443,0.9989922173267183,1.0000000000026152
0.7000000000000001,1.0,0.5034146846345217,0.9990881208377554,1.0000000000024931
0.71,1.0,0.508355791066423,0.9991748975150664,1.000000000002371
0.72,1.0,0.513247732583989,0.9992534164788838,1.0000000000022489
0.73,1.0,0.5180909984019966,0.999324463538417,1.0000000000021267
0.74,1.0,0.5228860728779554,0.9993887492920396,1.0000000000020046
0.75,1.0,0.527633435567659,0.9994469177974251,1.0000000000018825
0.76,1.0,0.5323335612801701,0.9994995505212466,1.0000000000017601
0.77,1.0,0.5369869200101599,0.9995471745982202,1.000000000001638
0.78,1.0,0.5415939766758211,0.9995902667146613,1.000000000001516
0.79,1.0,0.5461551919085219,0.9996292579391766,1.0000000000013938
0.8,1.0,0.5506710218168169,0.9996645388798563,1.0000000000012716
0.81,1.0,0.5551419179935566,0.9996964622853703,1.0000000000011495
0.8200000000000001,1.0,0.5595683275647775,0.999725347728895,1.0000000000010274
0.8300000000000001,1.0,0.5639506932379392,0.9997514844377496,1.0000000000009053
0.84,1.0,0.5682894533495063,0.9997751339644475,1.0000000000007832
0.85,1.0,0.5725850419118761,0.9997965334160862,1.0000000000006608
0.86,1.0,0.576837888659652,0.9998158962598873,1.0000000000005387
0.87,1.0,0.5810484190952632,0.9998334156905704,1.0000000000004166
0.88,1.0,0.5852170545339294,0.9998492674992258,1.0000000000002944
0.89,1.0,0.5893442121479713,0.9998636108763359,1.0000000000001723
0.9,1.0,0.5934303050088259,0.9998765895312997,1.0000000000000782
0.91,1.0,0.5974757417123896,0.9998883325936937,1.0000000000000382
0.92,1.0,0.6014809262870278,0.9998989585590542,1.0000000000000162
0.93,1.0,0.6054462584124671,0.9999085740937175,1.0000000000000118
0.9400000000000001,1.0,0.6093721336569599,0.9999172742452648,1.000000000000007
0.9500000000000001,1.0,0.6132589450611415,0.9999251466018864,1.000000000000004
0.96,1.0,0.6171070817603025,0.9999322700531079,1.0000000000000029
0.97,1.0,0.6209169296410538,0.9999387151748605,1.0000000000000016
0.98,1.0,0.624688869301932,0.9999445470549024,1.0000000000000007
0.99,1.0,0.6284232774133612,0.9999498243201534,1.0000000000000004
1.0,-1.0,0.6321205076051035,0.9999545236351173,0.9999999821474459
1.01,-1.0,0.6158806850638766,0.8096336840482876,-0.26424113301825725
1.02,-1.0,0.5998024035893701,0.6374242774947027,-0.729329433656879
1.03,-1.0,0.5838841037017788,0.48160276148506287,-0.9004258577107284
1.04,-1.0,0.5681241935460145,0.34060962177658327,-0.9633687154896248
1.05,-1.0,0.5525210970891938,0.2130337532178821,-0.986524101975565
1.06,-1.0,0.5370732534749899,0.09759834166578082,-0.9950424935974689
1.07,-1.0,0.5217791176493773,-0.006851967418059823,-0.9981762356012863
1.08,-1.0,0.5066371602361788,-0.10136249402848241,-0.9993290760620533
1.09,-1.0,0.49164586720292475,-0.18687916197313606,-0.999753181819201
1.1,-1.0,0.4768037396977567,-0.2642578402566078,-0.9999091983924466
1.11,-1.0,0.46210929388633043,-0.33427296442698456,-0.999966594747533
1.12,-1.0,0.4475610607887198,-0.3976252682277885,-0.9999877114866741
1.1300000000000001,-1.0,0.43315758611631955,-0.454948803575326,-0.9999954791397694
1.1400000000000001,-1.0,0.4188974298968262,-0.5068172877705733,-0.9999983388390746
1.1500000000000001,-1.0,0.40477916562398514,-0.5537498314259754,-0.9999993875896653
1.16,-1.0,0.3908013814487591,-0.5962161521578492,-0.999999772591614
1.17,-1.0,0.37696267954844276,-0.6346412685629941,-0.999999918059505
1.18,-1.0,0.3632616758703768,-0.6694097521745391,-0.9999999705735153
1.19,-1.0,0.3496969999620747,-0.7008695759387431,-0.999999988552524
1.2,-1.0,0.33626729480135165,-0.7293356010524957,-0.9999999956327777
1.21,-1.0,0.3229712166264528,-0.7550927259582592,-0.9999999983456493
1.22,-1.0,0.30980743476618156,-0.7783987366578202,-0.999999999541477
1.23,-1.0,0.2967746329764648,-0.799486888554841,-1.0000000005070089
1.24,-1.0,0.28387150950255835,-0.8185682354593572,-1.0000000008771945
1.25,-1.0,0.27109677410725164,-0.8358337436174758,-1.0000000006520344
1.26,-1.0,0.25844914939040764,-0.8514562257635528,-1.00000000068247
1.27,-1.0,0.24592737066574877,-0.865592031918362,-1.0000000006488394
1.28,-1.0,0.23353018582588914,-0.8783826410813266,-1.00000000046879
1.29,-1.0,0.22125635520736725,-0.889956062858097,-1.0000000002830813
1.3,-1.0,0.20910465148370977,-0.9004281271058502,-1.0000000002100613
1.31,-1.0,0.1970738595510969,-0.9099036438665048,-1.000000000137041
1.32,-1.0,0.1851627763181953,-0.9184774459044122,-1.000000000072762
1.33,-1.0,0.17337021060668426,-0.9262353421158351,-1.000000000070665
1.34,-1.0,0.16169498301814006,-0.9332549771694731,-1.000000000068568
1.35,-1.0,0.15013592579987195,-0.9396066055293851,-1.0000000000664713
1.36,-1.0,0.13869188271075783,-0.9453537961209159,-1.0000000000643743
1.37,-1.0,0.127361709238697,-0.9505540685538201,-1.0000000000622773
1.3800000000000001,-1.0,0.11614427299251188,-0.9552594707142891,-1.0000000000601805
1.3900000000000001,-1.0,0.1050384522633189,-0.9595170942591541,-1.0000000000580835
1.4000000000000001,-1.0,0.09404313643812065,-0.963369551984969,-1.0000000000559868
1.41,-1.0,0.08315722591502815,-0.9668553993597467,-1.0000000000538898
1.42,-1.0,0.07237963198183846,-0.9700095249390532,-1.0000000000517928
1.43,-1.0,0.061709276694614734,-0.9728634953643465,-1.000000000049696
1.44,-1.0,0.05114509292255833,-0.9754458751926637,-1.000000000047599
1.45,-1.0,0.040686024646271364,-0.9777825087972096,-1.000000000045502
1.46,-1.0,0.030331026000151314,-0.9798967825138741,-1.0000000000434053
1.47,-1.0,0.02007906145804894,-0.9818098561692644,-1.0000000000413083
1.48,-1.0,0.00992910575900562,-0.983540877150947,-1.0000000000392113
1.49,-1.0,-0.0001198562063361927,-0.9851071695073221,-1.0000000000371145
1.5,-1.0,-0.010068829509322336,-0.9865244096827487,-1.0000000000350175
1.51,-1.0,-0.01991880917616355,-0.9878067814363631,-1.0000000000329206
1.52,-1.0,-0.029670779821555804,-0.98896711953058,-1.0000000000308238
1.53,-1.0,-0.03932571658090764,-0.99001703669679,-1.0000000000287268
1.54,-1.0,-0.04888458497167028,-0.9909670412401076,-1.0000000000266298
1.55,-1.0,-0.05834834094023912,-0.9918266408179762,-1.000000000024533
1.56,-1.0,-0.06771793096789047,-0.9926044387228377,-1.000000000022436
1.57,-1.0,-0.07699429217671831,-0.9933082192870729,-1.0000000000203393
1.58,-1.0,-0.08617835223498772,-0.9939450260898647,-1.0000000000182423
1.59,-1.0,-0.09527102951037619,-0.9945212322564295,-1.0000000000161453
1.6,-1.0,-0.10427323294918218,-0.9950426059755905,-1.0000000000140485
1.61,-1.0,-0.1131858628142605,-0.9955143645062389,-1.0000000000119516
1.62,-1.0,-0.12200981043208145,-0.995941229503414,-1.0000000000098546
1.6300000000000001,-1.0,-0.1307459582955938,-0.9963274736806281,-1.0000000000077578
1.6400000000000001,-1.0,-0.13939518016605687,-0.9966769612968284,-1.0000000000056608
1.6500000000000001,-1.0,-0.1479583411050927,-0.9969931907977868,-1.0000000000035638
1.6600000000000001,-1.0,-0.15643629694514155,-0.9972793269678377,-1.0000000000020788
1.67,-1.0,-0.16482989532269024,-0.9975382334120675,-1.0000000000020186
1.68,-1.0,-0.17313997560629088,-0.9977725020148922,-1.0000000000019584
1.69,-1.0,-0.18136736884431615,-0.9979844764803136,-1.0000000000018983
1.7,-1.0,-0.18951289785273062,-0.9981762793880307,-1.000000000001838
1.71,-1.0,-0.19757737730150415,-0.9983498293147648,-1.0000000000017777
1.72,-1.0,-0.20556161379966933,-0.998506864097525,-1.0000000000017175
1.73,-1.0,-0.21346640597902206,-0.9986489548408143,-1.0000000000016573
1.74,-1.0,-0.2212925445764655,-0.9987775244546122,-1.0000000000015972
1.75,-1.0,-0.2290408125149978,-0.9988938591374934,-1.000000000001537
1.76,-1.0,-0.23671198471978838,-0.9989991223016114,-1.0000000000014766
1.77,-1.0,-0.24430682788248936,-0.9990943687127103,-1.0000000000014164
1.78,-1.0,-0.25182610150665996,-0.9991805508116187,-1.0000000000013562
1.79,-1.0,-0.2592705575396353,-0.9992585318091433,-1.000000000001296
1.8,-1.0,-0.2666409404126053,-0.9993290920714076,-1.000000000001236
1.81,-1.0,-0.2739379871052934,-0.9993929373724,-1.0000000000011755
1.82,-1.0,-0.28116242720894546,-0.9994507073320549,-1.0000000000011153
1.83,-1.0,-0.2883149829876292,-0.9995029794217448,-1.0000000000010552
1.84,-1.0,-0.2953963694378444,-0.9995502771991017,-1.000000000000995
1.85,-1.0,-0.30240729434644353,-0.9995930740547732,-1.0000000000009348
1.86,-1.0,-0.3093484583556275,-0.9996317981323095,-1.0000000000008744
1.87,-1.0,-0.31622055616070976,-0.9996668373461027,-1.0000000000008142
1.8800000000000001,-1.0,-0.32302427560977437,-0.999698542014736,-1.000000000000754
1.8900000000000001,-1.0,-0.32976029709285315,-0.9997272295529757,-1.000000000000694
1.9000000000000001,-1.0,-0.3364292942170817,-0.9997531871758941,-1.0000000000006337
1.9100000000000001,-1.0,-0.3430319338702989,-0.9997766746780447,-1.0000000000005733
1.92,-1.0,-0.3495688762836196,-0.9997979275164709,-1.0000000000005131
1.93,-1.0,-0.3560407750929797,-0.9998171576715315,-1.000000000000453
1.94,-1.0,-0.36244827739965274,-0.999834557051954,-1.0000000000003928
1.95,-1.0,-0.36879202382974,-0.9998503002389842,-1.0000000000003324
1.96,-1.0,-0.3750726485926328,-0.9998645453544784,-1.0000000000002722
1.97,-1.0,-0.38129077956904034,-0.999877435070257,-1.000000000000212
1.98,-1.0,-0.38744703871453545,-0.9998890976640363,-1.0000000000001519
1.99,-1.0,-0.39354204208163984,-0.9998996508525705,-1.0000000000000917
2.0,1.0,-0.3995763606292007,-0.9999091846010297,-1.0000000000000602
2.0100000000000002,1.0,-0.3856503431601045,-0.8095926629343855,-1.00000000000006
2.02,1.0,-0.37186289188006844,-0.6373871530710828,-1.0000000000000597
2.0300000000000002,1.0,-0.3582126280051855,-0.48156917104310365,-1.0000000000000595
2.04,1.0,-0.3446981864758268,-0.3405792187613605,-1.0000000000000593
2.05,1.0,-0.33131821587766397,-0.2130062317701626,-1.0000000000000593
2.06,1.0,-0.31807137827644605,-0.09757342550376907,-1.000000000000059
2.07,1.0,-0.30495634897394897,0.006874497198966961,-1.0000000000000588
2.08,1.0,-0.29197181643518944,0.10138288558684651,-1.0000000000000586
2.09,1.0,-0.2791164821464219,0.18689761160085344,-1.0000000000000584
2.1,1.0,-0.26638906050734984,0.26427453621426655,-1.0000000000000584
2.11,1.0,-0.25378827884660426,0.33428806861973964,-1.0000000000000582
2.12,1.0,-0.24131287707281132,0.39763893343138,-1.000000000000058
2.13,1.0,-0.22896160760118928,0.45496116718766816,-1.0000000000000577
2.14,1.0,-0.21673323529608698,0.5068284694995848,-1.0000000000000575
2.15,1.0,-0.2046265373408563,0.5537599455027832,-1.0000000000000575
2.16,1.0,-0.1926403030470506,0.5962253012039269,-1.0000000000000573
2.17,1.0,-0.18077333376129287,0.6346495438661752,-1.000000000000057
2.18,1.0,-0.16902444279677714,0.6694172364678128,-1.0000000000000568
2.19,1.0,-0.15739245526126122,0.7008763449463722,-1.0000000000000566
2.2,1.0,-0.1458762079330738,0.7293417221227071,-1.0000000000000566
2.21,1.0,-0.13447454916654522,0.7550982613038728,-1.0000000000000564
2.22,1.0,-0.12318633880865712,0.7784037417947017,-1.0000000000000562
2.23,1.0,-0.11201044802871478,0.799491412495195,-1.000000000000056
2.24,1.0,-0.1009457592106506,0.8185723268436429,-1.0000000000000557
2.25,1.0,-0.08999116598488954,0.8358374510908744,-1.0000000000000557
2.2600000000000002,1.0,-0.07914557299448775,0.8514595828517239,-1.0000000000000555
2.27,1.0,-0.06840789569036325,0.8655950715472692,-1.0000000000000553
2.2800000000000002,1.0,-0.05777706029393784,0.878385391067522,-1.000000000000055
2.29,1.0,-0.047252003684101054,0.8899585506740953,-1.000000000000055
2.3000000000000003,1.0,-0.03683167328548575,0.900430378391554,-1.0000000000000548
2.31,1.0,-0.026515026958069853,0.9099056804266726,-1.0000000000000546
2.32,1.0,-0.016301032888090292,0.9184792878069431,-1.0000000000000544
2.33,1.0,-0.00618866948028033,0.9262370085420824,-1.0000000000000542
2.34,1.0,0.0038230747481286242,0.9332564827503133,-1.0000000000000542
2.35,1.0,0.01373520083945802,0.9396079679918832,-1.000000000000054
2.36,1.0,0.023548699753458885,0.9453550287625122,-1.0000000000000537
2.37,1.0,0.03326455286753524,0.9505551853592445,-1.0000000000000535
2.38,1.0,0.042883731783774484,0.9552604804608137,-1.0000000000000533
2.39,1.0,0.05240719842100156,0.9595180085311328,-1.0000000000000533
2.4,1.0,0.06183590510516318,0.9633703784051475,-1.000000000000053
2.41,1.0,0.07117079465805555,0.9668561478609438,-1.0000000000000528
2.42,1.0,0.08041280048438236,0.9700102019576996,-1.0000000000000526
2.43,1.0,0.08956284665715618,0.9728641085153886,-1.0000000000000524
2.44,1.0,0.09862184800143016,0.9754464292677866,-1.0000000000000524
2.45,1.0,0.10759071058132545,0.9777830104363361,-1.0000000000000522
2.46,1.0,0.1164703316532524,0.9798972361470046,-1.000000000000052
2.47,1.0,0.12526159919881064,0.9818102670859524,-1.0000000000000517
2.48,1.0,0.13396539234964466,0.983541248673493,-1.0000000000000515
2.49,1.0,0.14258258147137298,0.98510750590665,-1.0000000000000515
2.5,1.0,0.15111402824595607,0.9865247137321946,-1.0000000000000513
2.5100000000000002,1.0,0.15956058575277215,0.987807056781032,-1.000000000000051
2.52,1.0,0.1679230985483892,0.9889673685496014,-1.0000000000000508
2.5300000000000002,1.0,0.17620240274504456,0.9900172622359826,-1.0000000000000506
2.54,1.0,0.1843993260878208,0.9909672450938419,-1.0000000000000506
2.5500000000000003,1.0,0.19251468835775842,0.9918268253629308,-1.0000000000000504
2.56,1.0,0.20054930145100952,0.9926046056044776,-1.0000000000000502
2.57,1.0,0.2085039688444585,0.993308370437053,-1.00000000000005
2.58,1.0,0.2163794860147079,0.9939451630576138,-1.0000000000000497
2.59,1.0,0.22417664051906264,0.9945213569644098,-1.0000000000000497
2.6,1.0,0.23189621207290273,0.9950427186505846,-1.0000000000000495
2.61,1.0,0.23953897262609192,0.9955144663447741,-1.0000000000000493
2.62,1.0,0.24710568643843267,0.9959413212309405,-1.000000000000049
2.63,1.0,0.25459711015415687,0.9963275555814352,-1.0000000000000488
2.64,1.0,0.2620139928754627,0.996677034792186,-1.0000000000000488
2.65,1.0,0.26935707631337313,0.9969932565829009,-1.0000000000000486
2.66,1.0,0.2766270948909181,0.9972793853912929,-1.0000000000000484
2.67,1.0,0.2838247756223179,0.9975382858628339,-1.0000000000000482
2.68,1.0,0.2909508382825411,0.9977725490172566,-1.000000000000048
2.69,1.0,0.2980059954802712,0.9979845191713119,-1.000000000000048
2.7,1.0,0.3049909527278979,0.9981763180221903,-1.0000000000000477
2.71,1.0,0.31190640851063917,0.9983498653871192,-1.0000000000000475
2.72,1.0,0.31875305435480233,0.9985068968183494,-1.0000000000000473
2.73,1.0,0.3255315748951762,0.9986489847927533,-1.000000000000047
2.74,1.0,0.3322426479415628,0.9987775513299236,-1.000000000000047
2.75,1.0,0.3388869446102526,0.9988938826334907,-1.0000000000000469
2.7600000000000002,1.0,0.34546512944617125,0.9989991440612853,-1.0000000000000466
2.77,1.0,0.35197786028051775,0.9990943880787646,-1.0000000000000464
2.7800000000000002,1.0,0.35842578839277917,0.9991805686629153,-1.0000000000000462
2.79,1.0,0.364809558579134,0.9992585480916862,-1.0000000000000462
2.8000000000000003,1.0,0.3711298092159652,0.9993291064908997,-1.000000000000046
2.81,1.0,0.3773871723225969,0.9993929506406307,-1.0000000000000457
2.82,1.0,0.3835822736232622,0.9994507189615569,-1.0000000000000455
2.83,1.0,0.3897157326082971,0.9995029900996517,-1.0000000000000453
2.84,1.0,0.3957881625945614,0.9995502869582978,-1.0000000000000453
2.85,1.0,0.40180017082696357,0.9995930828117263,-1.000000000000045
2.86,1.0,0.4077523585977788,0.9996318062592804,-1.0000000000000449
2.87,1.0,0.4136453211393257,0.9996668445073923,-1.0000000000000446
2.88,1.0,0.41947964775421476,0.9996985484929363,-1.0000000000000444
2.89,1.0,0.42525592187862843,0.9997272354389594,-1.0000000000000444
2.9,1.0,0.43097472113974267,0.9997531927269707,-1.0000000000000442
2.91,1.0,0.4366366174124507,0.9997766802486516,-1.000000000000044
2.92,1.0,0.44224217687538026,0.9997979321221697,-1.0000000000000437
2.93,1.0,0.4477919600662133,0.9998171609147048,-1.0000000000000435
2.94,1.0,0.4532865219362989,0.9998345594677766,-1.0000000000000435
2.95,1.0,0.45872641191767144,0.9998503027050285,-1.0000000000000433
2.96,1.0,0.46411217403131494,0.9998645475609539,-1.000000000000043
2.97,1.0,0.46944434690638437,0.9998774365113988,-1.0000000000000429
2.98,1.0,0.47472346384927194,0.9998890999906251,-1.0000000000000426
2.99,1.0,0.4799500527079605,0.999899653489119,-1.0000000000000426
3.0,-1.0,0.4851245943767469,0.9999092013346762,-1.0000000000000424
3.0100000000000002,-1.0,0.4703473846918796,0.8095927410973452,-1.0000000000000422
3.02,-1.0,0.4557171837723418,0.6373872088602381,-1.000000000000042
3.0300000000000002,-1.0,0.441232555740371,0.48156925518813437,-1.0000000000000417
3.04,-1.0,0.42689205219871806,0.34057930228733857,-1.0000000000000417
3.0500000000000003,-1.0,0.41269423905271435,0.2130063172478228,-1.0000000000000415
3.06,-1.0,0.39863769650475916,0.09757350859834707,-1.0000000000000413
3.0700000000000003,-1.0,0.38472101841798706,-0.006874416792772592,-1.000000000000041
3.08,-1.0,0.37094281243214533,-0.10138277731984377,-1.0000000000000409
3.09,-1.0,0.3573017007041043,-0.18689754150012727,-1.0000000000000409
3.1,-1.0,0.3437963192511272,-0.2642744562781885,-1.0000000000000406
3.11,-1.0,0.33042531780144085,-0.3342880067267155,-1.0000000000000404
3.12,-1.0,0.31718735964639544,-0.3976388771371718,-1.0000000000000402
3.13,-1.0,0.30408112149263333,-0.4549611174692866,-1.00000000000004
3.14,-1.0,0.291105293314249,-0.5068284248390038,-1.00000000000004
3.15,-1.0,0.27825857820495764,-0.5537599058184708,-1.0000000000000397
3.16,-1.0,0.2655396921834717,-0.5962252740474769,-1.0000000000000395
3.17,-1.0,0.2529473628808613,-0.6346495248109807,-1.0000000000000393
3.18,-1.0,0.24048033079020503,-0.669417228158615,-1.000000000000039
3.19,-1.0,0.22813734923216622,-0.700876344821591,-1.000000000000039
3.2,-1.0,0.21591718379322467,-0.7293417277439614,-1.0000000000000389
3.21,-1.0,0.2038186121710214,-0.7550982745893009,-1.0000000000000386
3.22,-1.0,0.1918404240196947,-0.7784037589649153,-1.0000000000000384
3.23,-1.0,0.17998142079522464,-0.7994914323941242,-1.0000000000000382
3.24,-1.0,0.16824041560076916,-0.8185723505931314,-1.0000000000000382
3.25,-1.0,0.15661623303200864,-0.8358374764512129,-1.000000000000038
3.2600000000000002,-1.0,0.14510770964900505,-0.8514596086886392,-1.0000000000000377
3.27,-1.0,0.13371369672736538,-0.8655950996628214,-1.0000000000000375
3.2800000000000002,-1.0,0.12243305539085209,-0.8783854184668232,-1.0000000000000373
3.29,-1.0,0.1112646577966993,-0.8899585782788444,-1.0000000000000373
